player_id,region,join_date,last_active_date,level,platform
fG2vm_Pa8XYIKMiYIt_lVMeVO_H6f4PsYjyRt0zm3JNPsqygRGO9dxpLFzzhPDudlkBVwqkIcyrjPg,EUW,2025-11-18,2025-11-18,3,PC
Fg8pCM-J5JWhB_yyCYJPuou9bkwtVdNEUXBxsoa3-JT3SGqDI-RwsFHAlhCobtdCndXIAuqC0gMIbA,EUW,2024-12-28,2024-12-28,298,PC
fGAP3fLzdTsug8_-4PvzFXncE7xrR5rLyOAT8uV9M0EoIzFjCBIt0KCwfZHUMJPGHMeY-ZoUhTnZnQ,EUW,2025-09-26,2025-09-26,106,PC
fgboj1Hw5iOb3b1PB9gLvmqDlFVII-gwTf30FLkDe6d5Xdn-KWh7lHJbTSHB9afxsOHOYDV2AUASxg,EUW,2025-11-19,2025-11-19,186,PC
fgDbvr5Pcs_weX-KzO4ayw3s9XxVmjAjPQxfpK_tM5wXXCUmyFDZo-61MM4uoXMO3PrUpg5A3q2xag,EUW,2025-09-12,2025-09-12,90,PC
FGeogUvDk4YOQJQ6S1EU0mqjKCOV92bky9tCWlsW6qcaZzb0hBCbRzD2isQPKnXveCQngISYLKPuyQ,EUW,2025-03-06,2025-03-06,20,PC
FGfFu4yHjnaB8XCdI4q_rRxfp9fKsWLUCTRCUAro69LKMAP6EBAckYtWCtKj_p8sJ_36BwC-CMO4Hw,EUW,2025-06-01,2025-06-01,85,PC
FgGvrR8UBVBKUh2j77rukdC_9EM9y5-zsYoIjJmZ4zSvjdZFMSGMC08ARn_G5qHR1UrFfcd0PqHjoQ,EUW,2024-11-16,2024-11-16,48,PC
FGMILVMyIFyHruyti1FvWAT9UFAo24STge9ilmgyaKjP7j3o0hN4d8a03IWC6IUnluJh7j8GCfkZpA,EUW,2025-02-14,2025-02-14,165,PC
fgmPJ7hfINYYoU8BzWTzhiMRi5LRr3IcLhv2vDy_ptqwu7XeFeEkQnI-FXA6w_9OP3OzwajWnv1xsA,EUW,2025-01-16,2025-01-16,34,PC
FGNUmSCxnEGacHdplkmqFpGAdu6Iqk9iplc9VUZekKyDJyTKM0qb802NOpZQjBUxAxggZT7her2reQ,EUW,2025-12-11,2025-12-11,151,PC
FGoXxh8GfG8NyP3rd8PorDhRjnKv2cGd5IYI_68Hl2ir1qdOsIKKN2KZSnBo8QqIDzY34P2qFg3M3A,EUW,2025-12-11,2025-12-11,99,PC
fgQFROq6Sq8qebMqMFK8fqBXYCdc3ZsINVWflH4pT3ZL0YrOGIitinF-K5vpFhCz5SbsEtp0NWOtWg,EUW,2025-10-17,2025-10-17,72,PC
fGqiLhRNIEgQIxYnPnL4INNCHprciWhUk8fRBRvQMXGYQ7hywR_60BHR2psnkHV8CS3ppOExx9TEEA,EUW,2024-11-12,2024-11-12,7,PC
FgsOOYb08pT-9-wLsXn0z5qJqpP5fezeRrvwXZLB3qH_RpA1Mh-meTmXFDqF3wzg_GIarrBEfoQq7Q,EUW,2025-08-12,2025-08-12,363,PC
fGSzEqVwoAbi2gbMUOoR5KeSJ1b_WFqY65S8UwRPwNOrItXPP4wKmE3HfUBSkJi06Vpl-D-65ewAHQ,EUW,2024-10-20,2024-10-20,8,PC
fgV_M4ozVf5RyFoedNnDu7tkSvKjvv0Yz2nU7-q5dpA-Scg5t8mpM92i9_9Xri33qBp3tx4uBct55w,EUW,2025-12-07,2025-12-07,18,PC
fGZb9Qq4yi5M5z4NOMpbpQfYCJc90v564BK_yKXxkpObZLthnVVeylLHIVqmFJTctE_8kOZq671Iew,EUW,2024-10-21,2024-10-21,26,PC
Fh_768t9oq1XfoNjo7SqSOZtXd1-BFka7BaBUe6-S_TbHqPK3JYIHVnxsqQINiapOn7oJrf-MZNBqQ,EUW,2025-12-14,2025-12-14,21,PC
fH71Me5AhyXG7ZKL7IZ0XC2nUTnhR6IIK1_unwNO1-QaXYlZUwhE8ge0TxmVL74rQmIG1a1JkIvSFg,EUW,2024-10-09,2024-10-09,183,PC
FHahKT9qAjoWPCYZwm32OkLk1L7yPMxlOh2vtnde_rw2kxM5o2NuzzeFzrMGBxQF8p_RvVLHnArnRg,EUW,2025-02-10,2025-02-10,317,PC
FHax-qIo10plZLZSdqg1_6YZNBVru0u4ae4vCzD18um9sUMqjbQ7-gwrKBS0d4BQw_3NDJ1h_cy6SQ,EUW,2025-07-06,2025-07-06,138,PC
FHG832QEvACCIfP4lydRgH-pth2PgcoZ0teQK19ijaRXjBdJ2P0UJIyYNt8A3yJig-tgwO_4_Omf5g,EUW,2025-11-13,2025-11-13,78,PC
fhGRn0fmpvCDKwi7jr6Af_l0L02vJ3btk3rKih2aPpSRcKczdodOlR-oWjqKEXzAzUzQU1ptamOqhg,EUW,2025-09-29,2025-09-29,133,PC
FhJ2GaxxphIwHdDFljcHEKy1Faz-fpslwOymdl4zw3c5spWEPWC-IN6V7dLN3GLWoXPrbEDj0EHY8w,EUW,2025-11-22,2025-11-22,5,PC
fHknU7J49tfILxdlhdW0-mMeU7CcoFuIeZKucvsNzBak45F0xCJJGoP19Tk1sCK3UVBP7CgddYlg1A,EUW,2025-01-30,2025-01-30,274,PC
fhxXweA6JmD7_RnBBJGWdCBPDblaTUzfVCf7TYpiXnmYqVHIoj_SfwQvw0mm-LK2JpPHxzMDDqt5rA,EUW,2025-08-01,2025-08-01,607,PC
fhyMMjl3wWwb0NQ5kaGIKzdME7H7AwEPlRshuUqaosMX_pYGWrOi4CpptO2azfk5o52df27vz4PPEg,EUW,2025-10-17,2025-10-17,46,PC
fHzXAtUmQ-dUJvlsMwIXVkhdofM2w6nFPMLsncer6_gVKm1-G9O-Mc3uqyyqR5TqR5I061pwBtKu0Q,EUW,2024-12-31,2024-12-31,439,PC
fI0siF-sFXkKyjdkA2IhzxQoSWJDv0FvXtA7UbTuFIAsaeHMS98DIg5z1mXYjlu1p2deHLQIzxQAIQ,EUW,2024-12-15,2024-12-15,66,PC
fI1K62lS5oPl7uNIfpEdpeSd7rW0HQZ9QwgpP-aNSJfRrPEv2qGwM4JZ1uqZR3KaF8iVkE7_vTAzFQ,EUW,2025-10-13,2025-10-13,14,PC
Fi2YX2L_wqN0qV4lhgefwGqXYyP7bLoh0sZHkPrICJgat89ZTzaPxDdKgaJm7e2QLG-o0b6FLiUlZg,EUW,2025-11-14,2025-11-14,26,PC
Fi4btxfsh1Ea87XmYeS3A3ePtZYWwlYZ1cvlGWt__O9lp5IxpuQfpHyhGdyBAZEcx2cVS3760JF34A,EUW,2025-07-06,2025-07-06,337,PC
FI4uUOzzMBQhKytBm2zfRgjkdi9Gl4fhb2rWxZf6K2_iFqjeJ_dPFXyJ1bMwEZ3BvjzgTJh5xJYpGQ,EUW,2025-09-21,2025-09-21,43,PC
fICRrToNkaVrz3uHtvkUNmCXuDfr_IzUD4M_ogrZmJjkp_eqzkVDjRHc3aYa5xQSo7AcwO02NURz6Q,EUW,2025-11-24,2025-11-24,522,PC
fidrSN3OQj3oXtN442RxErBH5xPCAT5xsNs5l86emOzfbVcub4VBFnXCXqD4yAcltmamAIxCi-yXag,EUW,2025-09-20,2025-09-20,303,PC
FiGAyMRIvjyf8KT3Enye9_APBqZ9NU9efVovID6YGd_ByDz3PD9hNDvyXGLFw31pSxztgyNj4cVHcA,EUW,2025-10-22,2025-10-22,235,PC
fii5vfP1DtGT49g_YOYcW-LFfPduQbyMW-b5sw9y3gvAo1DMHF66V-FBS4rgF6kdl6dDelb2YTBzYw,EUW,2025-10-05,2025-10-05,22,PC
fIpXpvcuhRx8Ospq9RpwOnZicdZBnUnsdgc22i2BUzV6TVjpJx7ylB7sknAhQdMAXW0t-ndRdBKAoQ,EUW,2025-06-12,2025-06-12,479,PC
fIRSB9w-zDyeiFZPY8OLuvcHzCpEIV2tz_Ogn6ekeqZuANjOp2QMqLu_TToJe8lmGgjKch10nnaZQw,EUW,2025-11-09,2025-11-09,41,PC
FiYeHvRlT3vKJNHg_c1NOJhKeCo3tBmC4LtosCHX8270WYuzmZ_aSO09KNiMEzKuG7bB00N25n3RcA,EUW,2025-06-09,2025-06-09,57,PC
FizyT803y0J6Zb9RHoXZmaTlJggWugT5NqQHkwhnA627dvzW3VyxdVtv09sTrKPqC3KyA92Gde7iyQ,EUW,2024-11-15,2024-11-15,13,PC
Fj2LHjR60oCM-hXNXSUQzQm2A3Z9Rs-qb3txhRjjnnQgqLindSDwzcdmBXdGBretQY5lBOVaRyqJIw,EUW,2025-12-14,2025-12-14,303,PC
Fj7VpzliIcVoyNaw2HkvPqQTDd0xqb0HyXiAJDHhA-G8BtfDifYdqy7It5jRGORnZZDl_W_1DHPWQA,EUW,2025-08-06,2025-08-06,6,PC
fJ8_QJ8fm8pKpBxvVemKrL3nnNzvpub8yOVoLbACJD_JTYP6um4tlFUnoeFXhpawmJhH1gafGy43CQ,EUW,2025-10-14,2025-10-14,88,PC
FJ9ehpxtks3eDGWUVagkI1Kd_4XrdykBDv8dvHMZwvXIx21TVVXJYdhW5rVnPS3E2R108kKGoonq3Q,EUW,2024-12-30,2024-12-30,420,PC
fJDUvy62wHna6UKGMP8QGFGn2W3xeRHRpSlYACUAo8g3OG1fhSP8RVSaDJxU3GN9m9mz7OwutEMyWw,EUW,2025-12-03,2025-12-03,18,PC
fjfn2yU_xoD-DZq5Qdp3gsi8yc1rRES6oddLN3b5k7-_uwvjgvqW3xoPBFQ3EsdfPDfwCvwhJYzMUQ,EUW,2024-10-21,2024-10-21,125,PC
FJg1GnI4IX8U1-ze56zzV2UzErDN7HMQFzv_9cy4pArEzncBNZ5XkRSIJtt6oG4Ocf8YmkKDn-1eGg,EUW,2025-09-29,2025-09-29,12,PC
fjksy0vuWdtf1n8_M6wBSNA0vZQBvuhJbuXdqfSnTbc3QIB0MXi5psHNF3BwGtnX4bzvY1lEvb5PSg,EUW,2025-06-18,2025-06-18,393,PC
fJkVI13qzzOq49gu-g_lNhk3YpdzuOcdBFIEiQat9uaGsiO95crsQFD-suG_Slr9OIU5YBl1rC4ZOA,EUW,2025-07-06,2025-07-06,267,PC
fJPsgabU6cEyWvnetnc-Kp3FXsa5159vL2TwXbTCmrOlpTiFORsuvS38baKJFl9zzCqQUVi_oBpVcQ,EUW,2025-07-19,2025-07-19,89,PC
fJqR10dxx1vvemi4aZh4YzpiKkDxKLJZUGMggtbrc1A4RYa9L43vEF9Vl3gSuwBSBEN-HcoLqrFJMg,EUW,2025-11-28,2025-11-28,22,PC
fJu23OjUIkVhAgOl84dtOSuDHIfHN001Z8j77qRaifsDTqRrvcQm70DAaM4juWXGAP3Yp3XwQuvQIA,EUW,2025-11-17,2025-11-17,8,PC
fJUFOz9kssO-vQr5KPGlAdsHqXj2xXnr7JvvuA6XE8SwA-OP7M2pwKOpL1PlmCEuzOlagaU98RtXQQ,EUW,2025-11-25,2025-11-25,253,PC
FJUHVf-85AmF_luUGFxDo7UEKHzTrQVZOLnNQaus0jrGT_JGOrKYfCpT2ObW-8dsSgeg2F7P0P-aqQ,EUW,2025-11-03,2025-11-03,159,PC
fjvkVNdRy9_J3qtn1ufKgSHfonw6jSjjNS8TwhJ2gEaTBRENQJzskeYWkDw4HUKk5hVWxih_qXW95Q,EUW,2025-08-21,2025-08-21,351,PC
FjWl6Wx1NoyMP1YJjKNzxx6E6cEcNxkY3ILR0EN2Pw7zhyTw8ggfCvUNXMLnogGj-JGWKn9BGdEGCg,EUW,2025-11-01,2025-11-01,51,PC
fjYbMS54N8N2l-1kn_kbpJMxyyUCOsAXdW2VnHipJ4feaTo5PPTi8DwYgZS579IW_v3AJ-W5n_kACg,EUW,2025-08-02,2025-08-02,8,PC
FJYD4hLx-89U7ZcOiV0Z70U0JmXSlnfceOOZhbG2unDOM9om79YItipk4_AyLh-Op6dR0vwshqzAxQ,EUW,2025-10-16,2025-10-16,37,PC
FjYoi16t8k8bGzJfPaD5Xfv26IPFrQL0wEOeHYwF-0b_2yJAQy8cMW_6emIufmjGQMexruipsNDFyQ,EUW,2025-07-07,2025-07-07,53,PC
fk_cPu5YjCw5FFHwGp-qgfM13CNQ12wANfRndwv_w96BqvGQeIDYGVVCinEwO3S_rSAuC_CXnep2ww,EUW,2025-07-20,2025-07-20,3,PC
Fk0p9_9UiNlHASTBOssIoVVSoO-CMUX2Og0_g9rx308ph20tEm6ewk6IEGmBnXAme-MKg-ha_qXpFA,EUW,2024-11-17,2024-11-17,479,PC
fK1p1E9ONfvPpUbOjVFnRTvxKg480M12xNwGbQzdjor4uUawg8S9kLEbCD4zUPretwZ-t_zK6lPetA,EUW,2025-11-21,2025-11-21,29,PC
fK8hNub2nZ4l21qe_yRTCFfb81ir76X52oKSbNMF0sMiC0WooO85KniGwSHeoxXOUn8ueq0yKWaHWQ,EUW,2025-11-01,2025-11-01,12,PC
FKa-MKmQQIeu9mVMinel3qQluiQGJOgqU2dsEsS-0TPSNmViZQjbATgA7GVsWcsI3REf1dgvozdImw,EUW,2025-11-29,2025-11-29,642,PC
fkA6nbLXe3azXdXBMiGNa-huo5vjRvX_RIObVhxOWqO3PE-kc8GQs6we_juwbFMK3uB4pQXNBgr3YQ,EUW,2025-01-23,2025-01-23,76,PC
FKE_cLJBkSFRL27Z6m-g40iF6iTeFfovr_1u6Zgx7dwjf9ciqcFLhnAk-0Us0e3jF1x34jx2SUubDQ,EUW,2025-12-06,2025-12-06,118,PC
FKFWmSbBBLAKGNEsAxiB6jnATDBH3DqCHRHTOD6sReksxv3cXEccUzDZ5tHuqZcMi5jnRV5UQe2r4w,EUW,2024-12-29,2024-12-29,266,PC
fKG4yQ5nxDGKwG3cONthwZeEo3VnCbZUUMIF0e9fxzivxfSmbKgT2bRPdGAH-6u7XPHUxiwG-Nivhw,EUW,2024-10-21,2024-10-21,81,PC
fklVRcrNL5S_L0NCGSXXXQk-WG1a_66jRZ08m-S_77gqWKn3HPU_jQLhNcYuFSoQtnX4qmpxpm3dSA,EUW,2025-12-10,2025-12-10,537,PC
fKnVW_ZPIZch97MMMxj38-0dpWf5d73qvccUOvFVdXu-Dz2dL72R5-uQVhF9wYySmbVyDhfuNDpzoA,EUW,2025-09-29,2025-09-29,384,PC
FKnymRU_xNg9reYReK1h5JoOGDK-mCSwosbah0jStGU5cAAb-nS2W8-KPw6gj2OeJEcEvuLubO9aJg,EUW,2025-05-02,2025-05-02,9,PC
fkqm70P75UDinMt2jcRqeVCPirLBm0uXokWJDeO-IsKLNTxAlemx7PeW-DGpC-27zmjKx7ixipphrA,EUW,2025-01-20,2025-01-20,666,PC
fKvbg3jJ8c-ckn6IRoX50tMJ9i74GcaKNiWq8dZYLhGbUUiNRsGxSD4j745M2CZapxibx7I28elAtw,EUW,2025-11-19,2025-11-19,64,PC
FKxuOBEpduVTon139_uaPIqdDwdt1PJb8LoGz2QxOSNNDJeVM15HCJ1oE1LLiD7rasEYbPA1SvojWw,EUW,2024-11-14,2024-11-14,330,PC
FkY3e5RzgudCpy43mN2QP2spAIFkWFXLhYffBKy74-RqC5HY1kPblQZ0E2ZC5e36NxtDSrnpH9GexQ,EUW,2025-01-28,2025-01-28,114,PC
fl-W_c2osRs32cqZUx70PFFFKu45mDaeYxNgT4B-JoHq0wx2NfAsBpjZXpGvtnV-Hv5nIjG2275GVA,EUW,2024-12-25,2024-12-25,227,PC
fl0D0fHyjmeXpM-WaAxOyclv27xYl90LYPtiOr3QbQnO1SCk7kRoV-bmN56_dw6DZ12H_L3FkZ_eMg,EUW,2024-10-08,2024-10-08,20,PC
FL4ysOh1O477jPr-07yf6TJwhqGDoXb0NvbSYCSZCg2vZzM94DcxnUX-XD3myHx7tW7-rstCBTdBzA,EUW,2025-12-13,2025-12-13,6,PC
fLAV5PJRkgx18cehFf1uiCY9_HvmiANqn79k9EBHfZ5YV9rzy44MDxboyuKRKsD9cQkGZK3Xm-IH6w,EUW,2025-03-06,2025-03-06,369,PC
flExHJJiGDVXA7FEZv7GAs9VmRJshz4ArHezGu2-laf7SAFBhoTk3DUrSSCHc1O06Ii2Jdu2yGDk5Q,EUW,2025-01-08,2025-01-08,113,PC
FLgGVcLlt-6fLUGwrSa51RZ-JNSh4DxRSWDc47I26aPVzlmQStXLCR-XiSeVGX1YCXLHs6Wf-Zgw3w,EUW,2025-02-21,2025-02-21,75,PC
flI6oboFZkhu_NpxBwee0p5B0kE55Sja6HPqG1ECMirpX-3-NvL-s9qKqO6_LGjAz8UbXDTfOaFIdw,EUW,2025-11-13,2025-11-13,9,PC
FLj2J25uZ3S6cXhX4iWVZNu6dYZrUvPbE0fJC6u5x74K0oGAfHrkbFJIg09sdaXQDrww2PzSZU-TiA,EUW,2024-12-18,2024-12-18,534,PC
FlJh1tSd4elS9f-p2smpO48Ly2eNg8CV5XLscBGgBQzLdau2joSa-zuphTul0_yQhK2RsLqWkwjRVg,EUW,2025-08-02,2025-08-02,14,PC
FLlF688jPJ8VDUvz9yLlAASgGkE4oP93nFwQ4FdgDggPZXBVQgwqHwaTZd75skDyuoda_c4ysVBxTA,EUW,2025-08-16,2025-08-16,437,PC
fLn_rULwo6PkwjWSGxEQbR2vP-6wZIp0xjaUe1A2dOKhPkPrWwRnRUMz25bjkUyRh_IGFUUHkq__Uw,EUW,2025-06-26,2025-06-26,40,PC
FlR11FrQilJApnqzTfr6DYLAjJp839MO2NvPyRsy44wEEkUAtXTmjCd_o-SejHOJ-7uzdq-LzE3XOA,EUW,2025-10-14,2025-10-14,309,PC
fltqyDn78-u2rJTVRuDqWzkIA2m6aN_1MHzxJdfeEFcRyL3DKPez1RwHIVMuFZcrrdJX7d9711Gcrw,EUW,2024-11-28,2024-11-28,231,PC
fLvk0bGSHzd6RjdTdBhPTcV9G6TCRomnOqgFGbkGu_-J0nyG6gdkuI2ceGveq6eZd9Gf4kDxllMxNg,EUW,2025-10-26,2025-10-26,264,PC
FlxbNkj9Ssm5gkXGMXLDQV7IYkZUe4aND5aeZPepjnxefm8qBNBamEImIdBCiGArEdmTHrj0NM5nFg,EUW,2025-12-14,2025-12-14,37,PC
FM_Abx89ThXWEjd2U9pmfE0u0Pyi0Z7Vl_9RiTU9ZOLOAeX0rqBQ8r4_GK-7Up56j-JmuD1gwJy62Q,EUW,2025-07-12,2025-07-12,11,PC
Fm_Q1t8y0q1vSFXXJ_Fh4RWeJxG8l-Teg4sdMxbvq5KJIAk6IdaOP5vjxGanT96lC3fueVRTv0_0sg,EUW,2025-08-13,2025-08-13,593,PC
fm3b3hab8-_KT20ZS1M3VcM1w64bHBzcT8_Rm6L76ZZ7iwVz17gqhG48LTh05BsbPwJE65qjBoKFAg,EUW,2025-11-14,2025-11-14,16,PC
FM4TUvRduADO9kHKDIdmdeGy8OsLyiGVJSwzjvJJtWiNcu5yo803x8a3AXo6rQKKXgBEjiYUYDdNwg,EUW,2025-08-10,2025-08-10,288,PC
fMgr2zk3fiptRF9F7ZlcdrNoQxFG-Rj0ixA0vtLiIFIjLqooautkFN5I20bFCAYojJCc7wryPsOX6Q,EUW,2024-12-28,2024-12-28,193,PC
FmgZ0ShKqtqhfE1rFTxdQlOHD7INvVcJCk3R4_DJbV0bGvBpDNuhLpt36n6Ee4WZqVAj1scdjR2Uyg,EUW,2025-01-29,2025-01-29,244,PC
fmlIGpWkR6dF7fT1NlMKZF9RaKkEgJ5NnKBZGbymX7uc0E7xxeINdE_UJRZocJYEMxC_df2M1WDdXA,EUW,2025-02-18,2025-02-18,362,PC
fMLSyT-RYPhcoce4anuvtwLsiFpMW9itXGPqF1OuwEM33XYTXvxX1yPaewj9t6hzbgo_HYmX5E9TpQ,EUW,2024-12-01,2024-12-01,187,PC
fMn_bagMxzJ7WaEV6FPpvCr7mIl7zYUloUrARcl3G3MQQZosAiJIsvuk-XPVMUXfjaAJ9FExtwDN2w,EUW,2025-08-12,2025-08-12,55,PC
fMNpi3J6yAAMIWrf5xteiwz8ALrvTi_7PHRufBp1binRClff5-VT7JUBV8eRySPPUZwr4E3p8lfWiQ,EUW,2024-12-14,2024-12-14,1222,PC
fmPIPd7BmTRudj4rpHQNW_ljzZkKpoJlcnD9qHpQV6bO62OgE2kFV4bOn-_Zuz3BqxliqZlEwGzbFQ,EUW,2025-11-26,2025-11-26,67,PC
FMt8Q9Y7InAgCtF6XD6UbpZjiYMkYACrKLzXeLugpj6lEVvKwcUeB0Y6biI4l-XBteIF8xApRM9JyQ,EUW,2025-07-07,2025-07-07,62,PC
fmtv51zjC_6JmGicSqvITE1BTL7hAy4fHrCG8Oc3IsodluYfzbk94XEQsgLBWE106AS0u56y_VXjdg,EUW,2025-08-16,2025-08-16,232,PC
fMUEAAJd4lMgT_6A3mQvlwg_RYnRpuXDnGZREYJqEkk4wbz4486cXBP2geohBWtY76_wG1D_eVfBXQ,EUW,2025-12-12,2025-12-12,24,PC
fneHVdLxaQT3RKgYmd9NFG-IhA7XW4g6ZFNW9zffenTN5FkFR7qk3MhUoTIMPxxDdJWm5JYW4_MFKQ,EUW,2025-01-07,2025-01-07,351,PC
FNGtv5IIh8ebPnCLqbR6IwtVujIVsf6JXEnuPUdgCJt8Lo9lHDbw1qHITOF1TEiwA_ZnxV0VTXMBMg,EUW,2024-10-09,2024-10-09,257,PC
fnIrewBp9nJdLIe279zrxAc0Mii23kWh3Syvtz3C4RHXvo2jkMNt29eB6b9mdvkJLzaG14RKdodHpg,EUW,2025-11-16,2025-11-16,32,PC
fNpS0HBA3_HiPzwD2yNccTS3A-RkeJbR2jrajuLfy-SE9h8CFCbYCi6bRRSP3bJsgHbggt5RBLQRAQ,EUW,2024-11-25,2024-11-25,143,PC
FNRttGwBPWV107CgeLoFkGF3sT7eMpXc-_SMKRZ8yhuVoDDEWQAlv6Eo-eKJ6WkTTag9WKgOEcAx3w,EUW,2025-10-16,2025-10-16,336,PC
Fnt2NhrabMFu2s1VqD1wfl9RUYvLki68tmaxbonwJsdc4iQRW-4WVFkIrwiu8HHEHQUXigNtXCcRsA,EUW,2025-07-18,2025-07-18,115,PC
FNtJCDd7FbqTHWKEvb5jesgz9rThlRORfzUdyO6fEWvSZq_eexfd_cr9wmkLDB-P2St107krJdoCIA,EUW,2024-11-12,2024-11-12,4,PC
fO4EWTZQ3WM4W_RWHNxwfDIsiCrH0p2sYeaWTyAY4RqS9Gs3yEZgvAxIT6I5NkamnYg3PUdXOYbMUg,EUW,2025-10-12,2025-10-12,142,PC
fo4tfsald1pbSQnAuaVp1ohdDV40_pzm6Vi2NTANtWq34paYlNzOhgWSbt-yDJzH7gFIImQkJSi03A,EUW,2025-08-24,2025-08-24,257,PC
FO5t7xBKtaKmMvGaWnFl-NhwzRKwq7rs1MI9Jvl5C9u4spzz4FVxMCDDC-1wM62_eFJIKtd8HAvl2g,EUW,2025-06-18,2025-06-18,174,PC
fO6HNFAWMVIFqDdxPnl5nKs0s4aT18Vec0joPYjFj1FPDvG3v-mpLWwebyP7q0t_ZcNkUqBavBKp4A,EUW,2025-11-12,2025-11-12,49,PC
fOCnqNM2-qwkC2V7xuoed1dCmgUDY4WLqqKDvPMJy845dfh5x8yAjFLPXnAJiEySNg1Mp3LVTfjI5g,EUW,2025-10-17,2025-10-17,1623,PC
fOE1wbJWSlrhfYTIOPQL_VfSEtgQFZ1ydomN-n-FnizCjX0E5WZHa6EDYeUh_NxfnQHrZdjpeigKzQ,EUW,2024-10-03,2024-10-03,25,PC
fOepf7Q2k4u3JAHqDRa9pj4QLhR6NaFj0Tc9LzEcTzR_T2JyUW2hpC7lV9mNmAZ9vTVuV0Eu5CKvrg,EUW,2024-10-21,2024-10-21,219,PC
FOEXazCbnibfotoavOs2NP5cqpX61MYNeAdsVazFiUMDKVzb41uylQ4Kk74p14g2gu0Z_cXcKWAKOQ,EUW,2025-10-28,2025-10-28,32,PC
FOI_wPpcn3M3fqblzf9kbpj7gNu5kPlSE6ywhxuErIzIet8u8N6ZB6Y31XirWqaYmIj4RKn6lO_-7Q,EUW,2024-11-24,2024-11-24,151,PC
fOIgDPnCbEtLUKxhn90xu4EVfKT2PyeqL9bobjWIR60Hk23tPVARWyfJ809sWWsBVJC-Hib4w7gUtg,EUW,2025-06-13,2025-06-13,17,PC
FOIHMux8vbHTK0uEAK22kENO47PRFilsp51-K_3qwgzaUMwva13wTqGFhYu1_KPOyPgWFdpepmriLg,EUW,2025-11-25,2025-11-25,10,PC
foRhklGuSd7a7c2zChGm3jZMKbuzeGKa4YaHtWNqNvbulVegx0vBj0vk25Gb9w9bi54V8QlSSLOaLw,EUW,2025-08-03,2025-08-03,598,PC
FOxcrUC0ife78hmTl6su2zZqMmj-BAkfCRckB4prc7C7ZiGPh58-kn_vt048hSLIlRZR6unPE8dGqA,EUW,2025-10-17,2025-10-17,20,PC
fp-s1MAvdIcpbdQhcK-hVLYCwvZzUbx4pYWKmEr0nSjh9pg2ZrzQqASRQkDfayFQJomW-uZ5B0Mj9w,EUW,2025-06-12,2025-06-12,148,PC
fP5bP9HRxK0Hqclk-jkkPYlS7JoNF8BIAiWXqhmSwaVQ2rCJ7kqIzKmjiSr_RmkFMRGJKhY7ir9SAQ,EUW,2025-09-26,2025-09-26,24,PC
Fp9qBFvHqnZWJRa9sDxUynIHYnaQJsGREooPqs7nE0jm4pxuZxaDqsjvFZPKVYaQWMVq4vg0VIYZxw,EUW,2025-12-09,2025-12-09,208,PC
FPC_8hYzJfAVSVKObQXEd7JxpCkUFaVnZVzbRC1WijHXIf4k8QZ-_wkxVOU2cs3t3B7tTICdFXBP6g,EUW,2025-12-07,2025-12-07,115,PC
FPEjH8Xs3xGhbfap8kd3_FH0NNMicpzI2zuLJEtbfe23reupT6czdbU0-38cMMSWOmuJMUZ2yip1ow,EUW,2024-11-25,2024-11-25,173,PC
FpJBSYPIhDzqKh2srAEa2XcNrOEdoWMovB87ccoS21RvEnxWFrFgd0k75ANeISYU7cr7hiX5_ZJDog,EUW,2025-11-13,2025-11-13,21,PC
FPJYQ_bHq0AVB08_Ldycu-f8n56o01i-2iJkiH5cIPMJI5ryohoVW17_kAUDDosDtOJvgh1gz5SVAg,EUW,2025-12-12,2025-12-12,130,PC
fPkrU7TDyv6JTNyOxTO90O5vexbYC85WXGS2h6I2QWcsHcy-IP5LgFB3D7Bkg2J75GkhNTk7xuy4UA,EUW,2025-11-20,2025-11-20,26,PC
FPoDT5sbmUcrsmJZ--W-f7c4HznqKrcT1WFKLmvcHc3OBF3i8wpQ3G3rg1SRcGsu2TG3yoa-72lP-Q,EUW,2024-11-20,2024-11-20,124,PC
fPRBnkp7sT1l7oyygeHRC10KqxChmWIDJEWWb1l7ARsa04xuiOT84j6kkQWoBBcURKxEkbyJgGjsXw,EUW,2025-11-09,2025-11-09,11,PC
FpRkkdnrKY6vXiHxZRX4F0RjHKziRWfhyISyaCXQegA2BSSKVDMS69BAluLRMWNSZTrkr2oEOK4RPA,EUW,2025-12-12,2025-12-12,10,PC
FpTRnLkKQYJdYInEs36JQbJ322IqSqC2A_7IR7a76VZVnyJ_grh1ymt_t2vgLujkeYkn3Nv4VAVKmA,EUW,2025-10-16,2025-10-16,336,PC
fpwB2XovpvAA9u4GllWr5qRGF8jerYHz-GAukIvZtDjfUnGm3R7g4aHz2pYspQnnIMkKe-NBwPiaEA,EUW,2025-03-02,2025-03-02,531,PC
fPXiRncDWlX9T-d0jSn7-Y6_xRosfQksccv69OetJQnCs2SMZXPL_c2xu6kP9Z0zlCTCvE_cCsRSzw,EUW,2025-11-07,2025-11-07,214,PC
fpxM-V6bp_7ZSV_A8UAZWy7CBS-P6yrEFBWR66epu5WMQEgVh3V3MXtWiGTLUxdYonZn-XKYnf7bVQ,EUW,2025-07-21,2025-07-21,66,PC
fPziZMwPUowlWqZrkKNPCYWN8FdSqqbJT_l30Fi3sdnq861AuhEg_zKowozAmWGbWC98l1vvy2RXiA,EUW,2024-12-01,2024-12-01,10,PC
